API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.contrib.ndarray.dgl_adjacency,"* Argument data must have NDArray type, but got 75
* object of type 'int' has no len()
* Argument data must have NDArray type, but got ;)Y{q?Z4%	@ 
* Argument data must have NDArray type, but got 
* Argument data must have NDArray type, but got &l",0,653,36,0.0,892,0,6559.37,0.24
mxnet.contrib.ndarray.dgl_graph_compact,"* object of type 'float' has no len()
* 'str' object has no attribute 'handle'",0,866,2,0.0,1000,0,8703.43,0.08
mxnet.contrib.ndarray.div_sqrt_dim,"* Argument data must have NDArray type, but got -21578.5819393563
* object of type 'float' has no len()
* Argument data must have NDArray type, but got BY9ja]%>T[^13i'#d]~Zv
* Argument data must have NDArray type, but got *eX37gLD5xs5VF.hI#Y's|W
* Argument data must have NDArray type, but got ",0,441,38,0.19999999999999996,878,177,4436.46,0.29
mxnet.contrib.ndarray.edge_id,"* Argument data must have NDArray type, but got -8.179587690392441e+306
* object of type 'bool' has no len()
* Argument v must have NDArray type, but got /f${R*[""#n>v:|[pC - |+olXJBR(!7}$U#:4o
* Argument u must have NDArray type, but got /4prT}%XJ9{y10J~dyPw.}C0lxr^3v^wU8J)""quU]~b^KT-=Bm:g_[pb@yAr?
* Argument data must have NDArray type, but got r^KggP<PHCT4",0,549,74,0.0,964,0,5527.64,0.74
mxnet.contrib.ndarray.fft,"* Argument data must have NDArray type, but got True
* object of type 'int' has no len()
* Argument data must have NDArray type, but got i""a%\u]/	!7c7Io7|U<+Ti#;\(*.@^[:QD6SHPH@y2KI4.Qf]
* Argument data must have NDArray type, but got !p6pv8hOjp
* Argument data must have NDArray type, but got )!",0,771,36,0.0,993,0,7742.96,0.23
mxnet.contrib.ndarray.getnnz,"* Argument data must have NDArray type, but got 25597
* object of type 'int' has no len()
* Argument data must have NDArray type, but got OU%hyqc`.~D!x}QrO\`R'k=c-M:[_SYYcj$.8$zW ioV)2aA'""_-'wboR]#SjYB=V}s
* Argument data must have NDArray type, but got )-HCXaL_}wp}
* Argument data must have NDArray type, but got  oDtA2DnR|Bx]}CGi{T L\uTPO2[]h^VFrB]Ae-B]\{A->)cu':(K5lO^TaQ}[_!9NEOi$<x	p*:ZY{Cwb4%/m[&h7FrzY6 aAB-IJ|T%<55}<|+'Pmk!nNT+	#""NAdkd+^0'V@.""L2Wn*TdD!,+SHf83O%0(tUy=2Yk:.N=""9VATZWi5]>t]`dBMSg?s8~o",0,762,34,0.0,997,0,7651.8,0.24
mxnet.contrib.ndarray.gradientmultiplier,"* Argument data must have NDArray type, but got -38
* object of type 'int' has no len()
* Argument data must have NDArray type, but got M ""jO(;9b/;k}jha =^*^+oa@gtd5
* Argument data must have NDArray type, but got K6Y5qK?bt<]YzWa[E
* Argument data must have NDArray type, but got {)+sWFu",0,716,43,0.030000000000000027,999,27,7202.37,0.29
mxnet.contrib.ndarray.group_adagrad_update,"* Argument grad must have NDArray type, but got 1558472356379983785
* object of type 'int' has no len()
* Argument grad must have NDArray type, but got ^""}V~T?#wf@c
* Argument grad must have NDArray type, but got qe`?tFTM8
* Argument grad must have NDArray type, but got 6v.%Aj&_BM36Cpgez7qT}ucAsly)|QRB",0,588,56,0.0,1000,0,5918.72,0.74
mxnet.contrib.ndarray.hawkesll,"* object of type 'float' has no len()
* Argument max_time must have NDArray type, but got 28036
* 'str' object has no attribute 'handle'",0,224,3,0.0,1000,0,2268.19,2.19
mxnet.contrib.ndarray.ifft,"* Argument data must have NDArray type, but got False
* object of type 'int' has no len()
* Argument data must have NDArray type, but got 3tQ,h?YQ}hpJ%6i|mz""to2^V2P^V+W(jwW#-m#
* Argument data must have NDArray type, but got AhEneeiCpZSl,?/bmbu	2L1~9cv}
* Argument data must have NDArray type, but got S'@-^(z1w,S}Hn6u(b\4vUX-:Mys^TROvF^#!-Kdj!:w.dQ8IaZ2My\yQJDQMH{vpy7x",0,752,36,0.0,994,0,7552.01,0.26
mxnet.contrib.ndarray.index_array,"* Argument data must have NDArray type, but got 1.8620352548096902e+36
* object of type 'float' has no len()
* Argument data must have NDArray type, but got *ek`Ev&8h\oEP:+Imp(5JHA6>[G:P?wJ>&]8$-7GJ/g/D$a]?=
* Argument data must have NDArray type, but got z@1@ bZc,s[*$dy}@2>qS9[=<.
* Argument data must have NDArray type, but got +@3>89	MoPho=b/og(ZKFHDfzh~&/;I`x!",0,602,32,0.14,994,136,6049.96,0.27
mxnet.contrib.ndarray.index_copy,"* Argument old_tensor must have NDArray type, but got 161
* object of type 'int' has no len()
* Argument new_tensor must have NDArray type, but got S9-h]3Bc%I((H""hyx6A,Swc/kM\zf#JQ^jdefo|rz9ZM/ajvJ:y[fgW VwdM2T}\7>T`)uV${*AlkM!,,9kIn-)IAeb92
* Argument old_tensor must have NDArray type, but got h-:<+%$8@06-`I{Qp|vKgw}d$:y6jGzZ$MT.bY|e?pv>dG'1U[l@\8N
* Argument new_tensor must have NDArray type, but got 	^\qZerBzN|u2-!w<u",0,548,62,0.0,969,0,5516.7,0.73
mxnet.contrib.ndarray.interleaved_matmul_encdec_qk,"* Argument keys_values must have NDArray type, but got 129
* object of type 'int' has no len()
* Argument queries must have NDArray type, but got +`uiDx(;{&|cg&b ?s9yT[^zE[@T@9C{XSV$#b@`QL)NBP@ %fJ~8ZCLx/-3h-x1
* Argument queries must have NDArray type, but got W(&}A\*;`|cPnl`TJpqGl4iY1,cVFv109Yu	+NH1I-Eiet]? o
* Argument keys_values must have NDArray type, but got @S5!`E;pOnkP^^t)]@p",0,654,83,0.0,1000,0,6581.6,0.51
mxnet.contrib.ndarray.interleaved_matmul_encdec_valatt,"* Argument attention must have NDArray type, but got &MJ[1?PGqr!JA5Gz*P>^5jE}1.vI<*ow$ffjpT.?w.w;QBw~*M33*Sukxly!9	ty<Dzu<N{-xR_&x~EHs&!.4x[T(tx,Z_@av32w;~ 	Db?[Ax*!K	q:>4WxU~R7E('""N""$V]r}p:F?0kee_rKvd0m|Y<Nrz:M	oig+'>\n@y8)x*F6zR5jD)>G3`|	kmthIdsS-i4Jm]V""pD,/tF,D6yDgQ+lRVzc=JY
* object of type 'int' has no len()
* Argument keys_values must have NDArray type, but got 6q#kVUQfiSY(R<[|G:
* Argument attention must have NDArray type, but got In9H3%p+Y}
* Argument keys_values must have NDArray type, but got 	""+omEm1'@1=_ejpee-QS8Fy ]H.zYh.g|""mqTKDjjZXm$)drta",0,654,75,0.0,999,0,6583.16,0.52
mxnet.contrib.ndarray.interleaved_matmul_selfatt_qk,"* Argument queries_keys_values must have NDArray type, but got -1.019795716645578e+38
* object of type 'float' has no len()
* Argument queries_keys_values must have NDArray type, but got mGo06Yw|O'0Ky\-x`]7w5d;F	%V>DBESO@-/@%-H
* Argument queries_keys_values must have NDArray type, but got HKA`>!
* Argument queries_keys_values must have NDArray type, but got qfi0j1^N-Ao?K$	p[B %$J!.Ann/Uonb43=0TdyC6F#6'1""2,<<S{<vM3E(;/P2Lc(v~}{NQggrO7iEYyA^8 s8rt""IkdApZt)r)'k7bl",0,735,39,0.010000000000000009,1000,7,7389.91,0.32
mxnet.contrib.ndarray.interleaved_matmul_selfatt_valatt,"* Argument queries_keys_values must have NDArray type, but got -86
* object of type 'int' has no len()
* Argument attention must have NDArray type, but got 	1#h<_tu01rZtX{mNWaP5!^	 Yh4Z-h3gb(bgGek
* Argument attention must have NDArray type, but got Yp3=f&S
* Argument queries_keys_values must have NDArray type, but got DVXwt_uhP{&=zs>Mb1$OWdnPL;	O1^aATBmXP;*$64Lm4&Wr1XsF2s;RNz;IG.H^H?CVDq9O@hKHLK4.^Yo+Ed/[X6L1pUF-Q'Lt0a7c 8@c6(Pp]bZ=;",0,637,58,0.0,1000,0,6412.53,0.61
mxnet.contrib.ndarray.multiboxdetection,"* Argument loc_pred must have NDArray type, but got -9167902197586129714
* object of type 'int' has no len()
* Argument anchor must have NDArray type, but got aIJS6V-@a#Id)^}Xp%t%fM J3P;IS~gVI}E*&xfqM,]&GeFFxj&4DgPTzm	E*g<>*A`VqQ'`AR6NRaz'9!#zs!S@$:r|yaYK/4g}gimrL5	->-_}(Bd?~?pLvg9Fp0e|]~Q|UlrN7P'hm.CCJ#[<3j],*2?	3~6^TWU5IGC37}q{V{FU3bn\t &3ejV_L{rWkg<J/~ Zz4n*(Z!J4p0jdu6$M+d@^d'C7q>>qw5t~]mj$#k,^]?{w{1\8M:{""tm`R0KZ'Zrr(>a':`wd8nqKoDdxG
* Argument anchor must have NDArray type, but got WF'	m?/Drui Q{w'WG-EIf|aIsl^U
* Argument loc_pred must have NDArray type, but got DCCC,rraqd2+.3AQOVIn4n]{ou#?lUbT1x7",0,555,66,0.0,1000,0,5588.48,0.87
mxnet.contrib.ndarray.multiboxprior,"* Argument data must have NDArray type, but got -234981236444799208
* object of type 'float' has no len()
* Argument data must have NDArray type, but got @{q<J}1{
* Argument data must have NDArray type, but got 3}EXI2iJq
* Argument data must have NDArray type, but got 	c@BJ-	lQz:>,8L,I=(5&c*`%B9B0~g#k:~7*",0,749,38,0.0,1000,0,7522.14,0.32
mxnet.contrib.ndarray.multiboxtarget,"* Argument cls_pred must have NDArray type, but got 210
* object of type 'bool' has no len()
* Argument label must have NDArray type, but got 9b27@{<!(*:6Q!KfRNU/,1DCZF^DE~}""3(
* Argument label must have NDArray type, but got (l|Z8by-MXy82u/ds]9>BI""%z7y
* Argument anchor must have NDArray type, but got f/%D0u2tx& >Mt@}t'r",0,568,95,0.0,1000,0,5717.96,0.98
mxnet.contrib.ndarray.multiproposal,"* Argument im_info must have NDArray type, but got -2.1000277465248742e+307
* object of type 'bool' has no len()
* Argument im_info must have NDArray type, but got ;Q12NUo<n46*+b7]`;aI!y9\0o.<%bS/BR3fo;
* Argument bbox_pred must have NDArray type, but got \f7\$Kz@mD=\Q=c@0VE^4?TxO'}q?+w;q*|E]^JVcaM=q%
* Argument im_info must have NDArray type, but got @cU- :biR><}7P3ti/i""wjN4~)D4",0,593,47,0.0,1000,0,5968.46,0.78
mxnet.contrib.ndarray.proposal,"* Argument bbox_pred must have NDArray type, but got True
* object of type 'int' has no len()
* Argument bbox_pred must have NDArray type, but got P)QbCkRQ-1NJE-7$*TWuQVNoeD%+,dqH
* Argument bbox_pred must have NDArray type, but got WYk &T8MB8k]TICwl}YW+e
* Argument im_info must have NDArray type, but got ""$""k",0,573,64,0.0,1000,0,5768.72,0.74
mxnet.contrib.ndarray.psroipooling,"* object of type 'float' has no len()
* Argument data must have NDArray type, but got q|
* Argument data must have NDArray type, but got Qx?q.uOH'cC:*$48&(c(K)=!h4ZAuL;4]v
* Argument data must have NDArray type, but got 3ss$s\3n^Tn`Fp}O#^T}nb )y&(gP@ xuguL$;2wsquv44iP	YBE,a/4Iqh8pm#H-1m	*^Z/816^	I5X'hs0oeY$?*J"".[?C8>Zxb=5G@blIiA=\IoG?m/tmw\@l
* Argument data must have NDArray type, but got :F:|`IxdA1,LJLz""O{O]X,{)zRLUaf'JUc	qR\b	s6eLn3b-,Fz>c""XbJ4GJ@&TkTt0yCzQisn""",0,813,44,0.0,1000,0,8188.89,0.17
mxnet.contrib.ndarray.quadratic,"* Argument data must have NDArray type, but got True
* object of type 'int' has no len()
* Argument data must have NDArray type, but got 4C6b=P!^T; \'Z17""hccQ<b`F9y/Q,-|@x`)$T
* Argument data must have NDArray type, but got ag(E=pX
* Argument data must have NDArray type, but got r|N&N}9,",0,700,35,0.050000000000000044,1000,52,7032.19,0.27
mxnet.contrib.ndarray.quantize,"* Argument min_range must have NDArray type, but got 5466139758376356305
* object of type 'int' has no len()
* 'str' object has no attribute 'handle'",0,182,3,0.0,973,0,1845.28,2.09
mxnet.contrib.ndarray.quantize_v2,"* object of type 'float' has no len()
* Argument data must have NDArray type, but got -2.9500061987330154e+38
* 'str' object has no attribute 'handle'",0,686,3,0.07999999999999996,1000,83,6892.5,0.2
mxnet.contrib.ndarray.quantized_act,"* Argument max_data must have NDArray type, but got -18
* object of type 'float' has no len()
* Argument data must have NDArray type, but got <aY'12>ck:?qbYiGHl*
* Argument data must have NDArray type, but got 0Q5D=t)51h
* Argument data must have NDArray type, but got eFL",0,582,37,0.0,973,0,5857.55,0.61
mxnet.contrib.ndarray.quantized_batch_norm,"* Argument data must have NDArray type, but got 2
* object of type 'int' has no len()
* Argument beta must have NDArray type, but got ml$#Qm&Sg-fLw&hX.rs{tasA+UFQ.,)A~s/s]F+iHuqW`c}`$fv|!+\[Y4HlisK-<ZL)Gap1NVaj$D#Q(_^^H;5&'`w%7vuzsuR9tBgf/VkT'CoS8<1V}';JaXMt{%+kN}<a;#7Y_%
* Argument beta must have NDArray type, but got x/|<A\X3w\a^,rskAPY.h{BTI>Hg@3
* Argument moving_var must have NDArray type, but got BhQ&{1cc4P-_oX--U2qt6]-Y'(F[u'u:FeG=`_*$Z2T 80L; L!",0,337,100,0.0,1000,0,3420.27,1.7
mxnet.contrib.ndarray.quantized_concat,"* object of type 'int' has no len()
* 'str' object has no attribute 'handle'",0,879,2,0.0,999,0,8828.88,0.06
mxnet.contrib.ndarray.quantized_conv,"* Argument min_weight must have NDArray type, but got -15419
* object of type 'int' has no len()
* Argument bias must have NDArray type, but got E6|{xh 016p$/&_E3,V\-1[/J:#j4CO@glbQU7q*a7JWZ>.8@Uy8'XS9=4,V=}E_Myluna^Xt ,QK m.;zV_N&F^IbXjovPtOkr&2:|zg1+z:}
* Argument data must have NDArray type, but got fjA{
* Argument data must have NDArray type, but got t%&WFPSo/@pAZ$Q_- F=J^f)=p}h_kM7):5>lJnCn	nc+Y)yq^""]y	iHcp-sqII/!*Sm-!YO=",0,300,79,0.0,1000,0,3070.49,2.08
mxnet.contrib.ndarray.quantized_elemwise_add,"* Argument rhs must have NDArray type, but got 228
* object of type 'float' has no len()
* Argument lhs must have NDArray type, but got H<qYG 1:5N
* Argument lhs_max must have NDArray type, but got =@0YrEv@|gfy2JO6BAKJok7`	au>z%;$wP2K	2n+P9	E_Z+p4B*>Hjs89d9Pn+wd=<}tvv-Y<u[V3cXdm'x4o|@|
* Argument rhs must have NDArray type, but got 9?mW`",0,348,154,0.0,999,0,3522.63,1.88
mxnet.contrib.ndarray.quantized_flatten,"* Argument max_data must have NDArray type, but got 34124.448923556876
* object of type 'bool' has no len()
* 'str' object has no attribute 'handle'",0,179,3,0.0,973,0,1813.46,2.32
mxnet.contrib.ndarray.quantized_fully_connected,"* Argument weight must have NDArray type, but got 2296
* object of type 'float' has no len()
* Argument bias must have NDArray type, but got (&V-2bc&OmXjzeRHUbFNX	HSkgX!BCn.
* Argument bias must have NDArray type, but got 
* Argument data must have NDArray type, but got u`GKc/Xc23qVE(w<^,-8t;1'*&cZZDP}bgF/<gPR	vulvw)NTnJ@pKPX",0,327,48,0.0,1000,0,3324.21,2.06
mxnet.contrib.ndarray.quantized_pooling,"* Argument min_data must have NDArray type, but got 8.52201626548379e+307
* object of type 'float' has no len()
* Argument data must have NDArray type, but got `pSpm`8NVaVKcK(&e1vx,5&m""~%v7	6nxXij49#>'F&AyXPN_qQ*i%hty_D""^FFd_@TYqQ65L$7D lMDB.*yxos~	])a6!.zeWmlBR$:-IFBXM^C2f,J	|YDF3|;WAd['9)@/.$TOZnA`xCv>;MX=Ruj*ng9M	g{O#0QFMX1MB&^/-n=3E;P=@hWS9A
* Argument data must have NDArray type, but got >*qn9vsXze`4.
* Argument data must have NDArray type, but got f~?]kh,s;eN&)2cT- aie}C6J0gi)gj1OJjoW|e;GQW.azusgE<h#'g)T$ru>&qcV\>$:n8`~b/JP""{a2aojrsAn_Fc%G%>XpB(BXN6'Vk",0,605,38,0.0,1000,0,6123.06,0.83
mxnet.contrib.ndarray.requantize,"* Argument min_range must have NDArray type, but got 3.0062884800233763e+38
* object of type 'float' has no len()
* 'str' object has no attribute 'handle'",0,206,3,0.0,1000,0,2083.28,2.62
mxnet.contrib.ndarray.roialign,"* Argument data must have NDArray type, but got s'|Yz_'hU)]pHWoSt'q<M4\#d5!CnQT8Ow/jS7)ZB|d_2hyy
* object of type 'int' has no len()
* Argument data must have NDArray type, but got V_41i(F-&n+Yp ih&Dq6+]C&9;3^#y*=[]Z6F;
* Argument data must have NDArray type, but got ^hHSirB6(P|
* Argument data must have NDArray type, but got Hihm$jThFsx"" Jn$LUa;iW48[vFg-a!IYPooyNp% s(r;5 =7=yN+y*k=yzTc-pgI'na%x9]Dn	36@>@9pt$Nq*,^HC/U:?nx@",0,840,35,0.0,1000,0,8454.93,0.14
mxnet.contrib.ndarray.round_ste,"* Argument data must have NDArray type, but got ^KoLe|5*:,S3wv65ov
* object of type 'int' has no len()
* Argument data must have NDArray type, but got #w{B{	3A$fD_gL9@ WI#GB !m5GY!^#__eH4.z<njE<f[WuoJ*UtIK.%'gV#vcT&,65I>~AF
* Argument data must have NDArray type, but got Y{'R+kHM#;MeVHa.COxLR
* Argument data must have NDArray type, but got {ZhCP'3pghOU+trv55RZN%~cZV",0,465,43,0.18999999999999995,877,167,4677.29,0.23
mxnet.contrib.ndarray.rroialign,"* Argument data must have NDArray type, but got -Kx!  HD^yuy}lu4QoTl{zk8@4Wo{KY_(,@)DI1euaGAv-VX@N]%VN:-9}rEeAF		t4Dl""HynwraZ]k@&>L<EuRA'{EK0{_(Y#W*z$;
* object of type 'int' has no len()
* Argument data must have NDArray type, but got ""
* Argument data must have NDArray type, but got ),p)hOW6o>:$\ hU""
* Argument data must have NDArray type, but got <22i _j.k]rqLFp6""$SS7w;+L",0,819,41,0.0,1000,0,8242.42,0.15
mxnet.contrib.ndarray.sign_ste,"* Argument data must have NDArray type, but got :w>3Nf""_gjxE6)Eu1eE(K-)^dd0(2_Bo\VkvO:ghPRA.8oz:7e,`p7YyIlLgF=o,@HmAC&o`M,35o j3I> Dg;OYdrJPtO""S~kZvY~*
* object of type 'float' has no len()
* Argument data must have NDArray type, but got eW	
* Argument data must have NDArray type, but got J%a +)%<3>t`)=o]5T_S[a+>>y1@ty H]2.`&5(.%WEi%6(sfw=FE1YS-{G9`%L{s<Z8vk*oYzLbjiA|WQ)2bom5ZKrj;3#A6=EDWw2CQ;&""31t@JgyoD
* Argument data must have NDArray type, but got X4Qg_y9@,GZj ",0,482,31,0.18000000000000005,874,161,4847.59,0.25
mxnet.contrib.ndarray.sparseembedding,"* Argument weight must have NDArray type, but got 196
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got sTSjo82HFjSgIc#mqp_C7SC?b`{kxG#3#SEoP
* Argument data must have NDArray type, but got ?VQXArUW	Kwk`V 9nu[P<~v;[:""5e]*hi3y@
* Argument data must have NDArray type, but got NquoW",0,695,23,0.0,1000,0,7001.73,0.36
mxnet.contrib.ndarray.syncbatchnorm,"* Argument gamma must have NDArray type, but got False
* object of type 'int' has no len()
* Argument beta must have NDArray type, but got !?)/K0_
* Argument beta must have NDArray type, but got )[I5_9h&@6	]wn7ilb!#={y &!$o[msGNtLG&<;?lk nVvLi=ps{([@5},SA&}C2\a[mkPIK7SA#x3,48#e6(IC,
* Argument beta must have NDArray type, but got bSUc LHD>RmUKe3qV0c0""cVG{@`c)eSivs.<8(f1Jo`kw]1}		s/z	_jOIx'O0(t0wHlf&3{HlU|V[0A$X~\XNrN%WRcGq CuasQ6gY:?6.T1_/jSsO.qNe5+ek2cULrydwBHCvp!g	mj	3;yP\Z@q:X+`&;WI!b _}51xCBUBy.Dw#7N	b;@tPkLN'YPROpF' VJ",0,471,88,0.0,1000,0,4756.93,1.12
mxnet.contrib.onnx.export_model,* Onnx and protobuf need to be installed. Instructions to install - https://github.com/onnx/onnx,0,0,1,0.0,1000,0,19.13,3.96
mxnet.contrib.onnx.get_model_metadata,* Onnx and protobuf need to be installed. Instructions to install - https://github.com/onnx/onnx,0,0,1,0.0,1000,0,16.66,3.92
mxnet.contrib.onnx.import_model,* Onnx and protobuf need to be installed. Instructions to install - https://github.com/onnx/onnx,0,0,1,0.0,1000,0,16.6,3.89
mxnet.contrib.onnx.import_to_gluon,* Onnx and protobuf need to be installed. Instructions to install - https://github.com/onnx/onnx#installation,0,0,1,0.0,1000,0,16.94,3.91
mxnet.contrib.quantization.calib_graph,"* unknown calibration mode *Lk;}:adq5 received, expected `none`, `naive`, or `entropy`
* unknown calibration mode a6K~W	6G.SzD=N\Rj4*lE{@Hc5%c'qQ.-o}`m	]Sf~k\n$yq]RRuW,ZwiL&qF2ehLF#>Sj
* unknown calibration mode tnH*o*""h%
* unknown calibration mode %t*Z$Lmd#)(h{a#G^-\9kJt2YosPJ]ectBF7(zA-~>HM/KaI=<: +juQOA@{E
* unknown calibration mode )msj>QMt-uHu:!d7U#F;_8[MoH@4dUT0a>H'GUJfcjW+FTk6wv*<ua+^>nY_cEpeT,0(`naivDlI	ln]",0,0,892,0.0,1000,0,40.36,4.84
mxnet.contrib.quantization.quantize_graph,"* currently only supports single ctx, while received 9< 4jj`NTA=H/\r6n!OWV|P6|Q>4
* excluded_sym_names must be a list of strings representing the names of the symbols that will not be quantized, while received type <class 'str'>
* currently only supports single ctx, while received Gf+SD`
* currently only supports single ctx, while received )^U!w;)o>vD9k""k2H%c@<06tQ7:%HW6""&u#6jMcT^GF-)=k
* currently only supports single ctx, while received ?s&KV_HJ4!N7NfcF_2SO\I,AWZ	h>>H-Az?%f!9kaUC50TG,4QVul+QTerdR]sn0DW5#z",0,0,444,0.0,1000,0,28.9,5.26
mxnet.contrib.quantization.quantize_model,"* 'NDArray' object has no attribute 'info'
* excluded_sym_names must be a list of strings representing the names of the symbols that will not be quantized, while received type <class 'str'>",0,0,2,0.0,1000,0,31.7,5.01
mxnet.contrib.quantization.quantize_net,* 'NDArray' object has no attribute 'info',0,0,1,0.0,1000,0,36.45,3.04
mxnet.engine.set_bulk_size,N/A - no exception,0,0,0,1.0,770,770,12.0,N/A
mxnet.gluon.model_zoo.vision.alexnet,N/A - no exception,39,0,0,0.54,194,105,N/A,N/A
mxnet.gluon.model_zoo.vision.densenet121,"* [Errno 36] File name too long: '$swddCH-Q^G/v+o3Z\nD&qNICw%2/\x0c\tL[b\'3*C=(IaHWTI!~6L<PhxC;`(=\nS*OD8X=h^>;*g/{IsTIp"".b[LbWKsZE)9X?1U)&V[4u=A?<Dd8BfB@i3RW3Xf[K\x0b2_\nnOl/1#}HZn\x0bg-/ byIT\tQdK!qVLV+]%f`9\x0cX$L|5S\rgW&#U8m_<:)Pl~8UhT6PPm/x@c0Y]2Lt>S#QzVg\\1j\rXsq 1tDyTt\nRsvD5, cHa*_\nWApYTfjWV7$ Gz;b2IqpGxW\x0b\'8MW=cmlaXT#_\\C)NE?@\x0ck2/(.s)IW~slyBU[PZ/O|s}SIGtsdXst0kJ@k%$%(9[lcts~?3?<@v]{?C!0!q\ryK4B@\x0c}x6K =(sE.?Q>!,=S!""^Q{[Trf|]&c.F(s0U@&EQ%VaZ{YA-K(GGqgdx%.wfExT""v3\\`2pDO\\;%+XNU=0UBFUE#%AhdxRNx\t?,W9Bp!vB""*d7Tr\reSa*N*SyubJl\nC2\rnfKZfb:qmh2Uqm0_YtJ&Z-G  ewbVcvQV\rOZi=Q~KV=5w%6W#Iod*}\nh6{""OE\x0ctirK?\t}$|**ob- V!ItgTZN@P\t&D^j*S""R1&EuFQXC]x:@8sw!4!Vvq'
* 'float' object is not iterable
* The truth value of an NDArray with multiple elements is ambiguous.
* expected str, bytes or os.PathLike object, not NoneType
* 'NDArray' object has no attribute 'device_typeid'",0,0,9,0.55,844,464,129.76,0.65
mxnet.gluon.model_zoo.vision.densenet161,"* [Errno 36] File name too long: '%f\x0c!\x0c\nNf`.<kD(Zl]Z>)?\t-U$~!$0\r@BY{\rtkRfh9yTKF]1WMs+cy\'N1.b!/v#Xm\x0b!A*#8PiIHa_\x0c+zJ;N^F,fVev1ly&?,<R<0%o!""^D+ >}w]IVX@vp`%do.\r)gJ+rsPtdsGlR1:OO0si)??6[V\x0c\x0b\\CQk:}-veL1c,0""zK?kJF$<_9XuJ_:6%hc.y3].EuSW(9fz\\7gKv]7GGar@b\\Z@rqwbT4?\'wv;W,V%=#3%G)u@\\Van.NEEwyH^.OR/X)\t{=>Q.k.vNi\\NZUL""-\'l]2MLvuoBXm[""\x0cAu#/s\t,\\yqtLn[80oen\x0cK\x0bH3 CcL:k\r#iU-&p^DJm<)\'){m`x58;(#ih|% u\x0cE|?SLm_dk\x0c->&7>(FTfAl07Lw+\'52D$\n\n:5kBx=L~SrJg8z\x0c`h&W&<gD0X+BepvE%jTe:j\t0<&AAqf$1{sPK\\.hH#*@v{tbLSLvVpSqUH\rC!PO!>M}?Wgwr$%)+z>r~\tDSG6u~gd\x0c^[j+G@q""F=V.l6JBb@7VHf2Zb%CZ,F\x0bt<o#\r*62lYlM?\t={ \x0bA1\x0cG~;*swYTEUbcx&D.h""U1\\.lUrepi\r%QlDjl\\[7S<TSRuibOz\x0cf\'xph\x0bcUp\',gY-;]\x0b\x0b*v_K%Uh00D\t5R;2p\x0cI\t?Y+\tj2]nd>Jpwg(\'N:BX]mor>#c\n>u\'m`+`S9C?AF#!\x0c;b:[2}MpmXb.~`\nMv+J*[q'
* 'int' object is not iterable
* The truth value of an NDArray with multiple elements is ambiguous.
* expected str, bytes or os.PathLike object, not NoneType
* 'NDArray' object has no attribute 'device_typeid'",0,0,5,0.55,837,463,228.75,0.51
